,0,1,2,3
1007292,68.0,70.42027609288046,1057054.7972455178,1056387.8801302705
1007436,61.0,63.677456725124614,1031830.1910580705,1032641.2120810238
1007458,56.0,58.91485767612186,1049333.2359965353,1051674.108919876
1007702,67.0,69.46461901018367,1053917.6671414361,1053753.0654444657
1007913,70.0,72.28843866875535,1052037.3619948076,1049137.6465026445
1008248,56.0,58.85171016855287,1053983.540537661,1053487.3447047966
1008607,70.0,72.36858038170888,988143.3619948076,991691.9675592952
1008949,63.0,65.57760142305881,1047009.4512662343,1045917.1295390034
1008988,64.0,66.58646324313364,1053423.2768291903,1053865.6984073953
1009124,55.0,57.88856998166035,1056812.4104335792,1056216.4283596189
1009138,65.0,67.5027955802442,1042217.711474398,1041237.5636311328
1009296,69.0,72.0,1119842.9273495998,1120669.3176618456
1009426,69.0,71.2819652127121,1089414.2318907257,1082928.0710679565
1009513,61.0,63.720316064680596,1043354.8865169446,1045370.5602149168
1009569,62.0,64.56975998510435,1041891.0664530775,1040709.1239921311
1009768,69.0,71.37837653578062,1058243.9273495998,1057271.2912009996
1009925,71.0,73.35417364406358,967413.4920988895,972868.4916490987
1010082,51.0,53.97232759092564,1118898.8900172515,1112779.843544106
1010134,49.0,51.0,1074836.6298090878,1077505.8900172515
1010376,58.0,60.83448654109866,1048978.496204699,1050983.7513488077
1010935,58.0,60.842442513259805,1042635.4962046989,1045280.9006658379
1010969,51.0,54.10540292159076,1012802.8900172516,1017391.2819706628
1011154,60.0,62.697688393357396,1047916.0609539886,1047289.3705433707
1011282,62.0,64.63389416991215,1080040.0166210267,1078167.6379800637
1011307,69.0,71.38337865102241,1054255.9273495998,1053685.7688103826
1011472,55.0,57.90623857732239,1044834.8511833784,1047023.5316283152
1011574,60.0,62.680213601594964,1061848.0609539887,1059815.32288692
1011779,74.0,76.15745196036416,1027604.8824111351,1026428.1079721916
1011926,71.0,73.24119081190852,1057490.4920988895,1053854.7254453874
1012076,69.0,71.41559494030221,982876.2318907257,987142.1170931458
1012089,67.0,69.45407167140027,1062326.6671414361,1061313.4109265865
1012398,81.0,82.75543977914198,1079017.5384306335,1070560.2324560534
1012813,60.0,62.747670662733,1008067.0609539886,1011462.0180499671
1012856,53.0,56.0,1053773.8456842895,1071446.2359965353
1012951,73.0,75.19253945932,1031846.7523070532,1030427.5886024255
1012986,52.0,55.033756775539885,1083402.7155802075,1083048.060509099
1013029,71.0,73.31818444539378,1041801.1875577637,1042116.5694824276
1013047,61.0,63.63826010995265,1063080.1910580704,1060737.3943043884
1013136,65.0,67.5737196962633,1031367.4069332723,1033850.0452930966
1013397,71.0,73.0,1027265.1875577637,1021275.4477659273
1013509,64.0,66.60682145881867,991497.5813703162,995821.9285058284
1013526,70.0,72.25313537497519,1080183.3619948076,1074443.0911381268
1013542,74.0,76.11727825196917,1059633.8824111351,1055224.6718260203
1013602,79.0,80.92616963687114,1050918.5329315446,1046460.34709721
1013657,64.0,66.50305059511965,1030644.3266612412,1030226.0106842022
1013816,55.0,57.99408099824487,972692.4104335791,980586.0012034768
1013839,73.0,75.28006538008843,1007760.4477659273,1011139.8760913188
1014506,56.0,58.0,1062013.540537661,1055093.8007458248
1014819,49.0,55.0,1064221.325267962,1067780.1058924533
1014845,55.0,57.84878886656294,1088528.4104335792,1084731.5808522983
1014964,60.0,63.0,994466.0609539886,988314.4512662343
1015081,69.0,71.42881285874637,1018032.9273495998,1021118.4725327205
1015329,73.0,74.0,1042017.4477659273,1014800.5778700092
1015373,75.0,77.20391869946202,1004037.7079740912,1007421.4243849451
1015514,76.0,78.03294480951146,1062438.142619299,1057374.5011235476
1015579,77.0,78.99692662612495,1058938.272723381,1054042.1362440253
1015774,64.0,66.59970335350346,997172.5813703162,1000924.1951975914
1015940,70.0,72.2497337359241,1082895.3619948076,1076881.3902161992
1016173,56.0,60.0,1031191.2359965352,1013662.7564128628
1016308,58.0,60.758960428885445,1063497.8007458248,1061669.9862493246
1016465,74.0,76.16168143192768,1024232.8824111351,1023396.4175255618
1016549,57.0,59.799992016138916,1063000.6706417429,1061408.7370377497
1016609,60.0,62.76803428090949,1037526.7564128628,1040316.3270854936
1016655,66.0,68.40794027850009,1042040.586869405,1040100.7167069502
1016710,62.0,64.69281703042202,1033063.0166210266,1035931.6587062395
1016799,69.0,72.0,1031756.2318907257,1020046.6222029714
1016854,50.0,53.19603064904305,1018459.4553720439,1025030.4338618868
1017014,68.0,70.3581295100765,1060907.1017866437,1057483.6518059352
1017020,68.0,70.33132655104899,1082276.1017866437,1076696.0459797299
1017249,55.0,57.96234510268062,1043689.1058924533,1046785.306111384
1017288,68.0,70.0,1059244.7972455178,1060923.0574536817
1017301,66.0,68.53073768543888,1033419.5370373542,1035509.3605321061
1017322,67.0,69.42048280169183,1043410.9716825619,1041938.9785426812
1017426,63.0,65.6741908555467,1015697.1467251084,1020132.6806200236
1017478,54.0,56.0,998541.2803294973,991408.540537661
1017581,74.0,76.13627951671286,1044484.8824111351,1041604.5417619643
1017616,78.0,80.0003559162475,1023988.4028274628,1022433.7735749085
1017665,65.0,67.49389512644387,1049313.7114743982,1047617.4199209567
1017768,60.0,62.73447802278488,1018585.0609539886,1020918.5186779783
1017884,58.0,60.80152983439973,1029558.8007458248,1031156.1837380037
1017925,70.0,72.0,1027201.3619948076,1026324.3486262847
1018061,58.0,60.73352841067018,1083773.8007458248,1079899.6883536747
1018143,69.0,71.35680628900268,1029746.2318907257,1029281.8950390373
1018195,52.0,55.045579536305084,1028282.0201213334,1031122.5152484922
1018245,61.0,63.76353895616303,1008894.8865169446,1014388.3381535681
1018293,72.0,74.15135097229707,1096900.6222029715,1089101.7903004116
1018349,48.0,51.15194620351926,1028757.2449959309,1031500.7285005763
1018985,59.0,61.0,1043652.6263087809,1044064.8865169446
1019041,57.0,59.0,1080119.366100617,1058502.6263087809
1019066,74.0,76.13518702865478,1045355.8824111351,1042387.6385528939
1019100,68.0,70.41779616555587,1013337.1017866437,1014714.5193782405
1019156,72.0,74.2410142060976,1071110.3176618456,1068282.049165029
1019355,62.0,64.69193005353802,988075.3211621523,993116.469108652
1019815,73.0,75.236487524059,1042503.4477659273,1042376.5371788824
1019857,64.0,66.56852230518189,1024141.0221201153,1026746.783678165
1019922,69.0,71.41480743778605,1029198.9273495998,1031157.5755953155
1020009,70.0,72.0,1057983.0574536817,1057983.3176618456
1020026,56.0,58.9060718131826,1012751.9812874602,1017992.8251010992
1020116,65.0,67.42696988498048,1102670.7114743982,1095589.515757503
1020127,54.0,56.966712297012805,1026728.2803294973,1029354.1633578778
1020225,74.0,76.24054772289938,1007050.5778700092,1010315.9383606983
1020290,73.0,75.19515861302169,1075453.4477659273,1072001.151715198
1020392,51.0,54.06785068281849,1042741.8900172516,1044308.773157393
1020420,76.0,78.05804839596748,1088118.838078173,1082831.195035167
1020443,71.0,73.24514559359292,1054337.4920988895,1051019.9330437789
1020479,68.0,70.31801349909907,1092890.1017866437,1086238.8580795312
1020506,61.0,63.700514561841565,1059141.8865169447,1059564.301935245
1020585,72.0,74.26303078805323,1053557.3176618456,1052500.535994894
1020661,72.0,74.26406538603143,1007037.6222029714,1008307.9591599884
1021000,67.0,69.4528838571741,1063273.6671414361,1062164.8376326833
1021072,64.0,66.56289992686743,1026514.5813703162,1027304.9369191264
1021081,68.0,70.39967415928373,1027785.1017866437,1027704.3958826622
1021402,69.0,71.34291626287742,1040820.2318907257,1039238.2829411665
1021562,53.0,56.0,1045340.1502254154,1048942.540537661
1021625,61.0,63.761134479001925,1010811.8865169446,1016111.8703558783
1021838,60.0,62.79839045561969,967630.0609539886,975106.0077918489
1021904,54.0,56.93933236380997,1048557.2803294973,1048980.1333340001
1021965,61.0,63.64177212667206,1060280.1910580704,1058219.976377175
1022144,64.0,66.5008576429357,1075978.5813703162,1071776.9227590149
1022197,58.0,60.840943634695634,1043830.4962046989,1046355.2986740594
1022229,69.0,71.0,1014937.9273495998,1030479.1875577637
1022294,50.0,53.20898371927924,1008132.4553720439,1015745.6570996247
1022342,50.0,53.09401138784864,1054100.7599131698,1054706.9907119048
1022483,61.0,63.640463900444075,1061323.1910580704,1059157.7145550621
1022620,71.0,73.24227326563312,1056627.4920988895,1053078.8212771069
1022643,54.0,56.0,1067725.2803294973,1069472.540537661
1022798,56.0,58.96395817844255,1010187.2359965352,1016478.8081417693
1022802,69.0,71.28271277055664,1088818.2318907257,1082392.2206805926
1022815,70.0,72.32151704174778,1071360.0574536817,1068878.003563827
1022849,63.0,65.56566432908788,1056526.4512662343,1054473.653258036
1022993,56.0,58.0,1061345.540537661,1064157.8007458248
1023038,54.0,57.0079272601691,1039563.9757883714,1043262.2025284055
1023258,70.0,72.0,1082570.0574536817,1080011.3176618456
1023274,76.0,78.09218626010946,1015207.142619299,1014910.156080612
1023418,67.0,69.47249470767693,1047638.667141436,1048107.7557426896
1023430,71.0,73.33792805815294,980365.4920988895,984513.3477181232
1023492,67.0,69.49287193039962,1031392.667141436,1033501.3372978643
1023598,62.0,64.7015933093455,1026066.0166210266,1029640.8111216993
1023644,61.0,63.69601397061163,1017035.1910580705,1019339.3555691941
1023711,70.0,72.2348427850338,1094767.3619948076,1087555.2422275846
1024098,67.0,69.50146382844531,1024542.667141436,1027342.6541545029
1024109,75.0,77.16340758660365,1036335.7079740912,1036459.8401753526
1024142,59.0,61.82558865253609,1023856.6263087809,1028211.5256042103
1024180,55.0,57.93854285968252,1019079.8511833784,1023867.7820871071
1024332,63.0,65.61746406711579,1015228.4512662343,1017343.5369872993
1024493,53.0,56.10110853283072,997489.8456842895,1005619.9943312038
1024524,62.0,64.68181940092353,1041831.0166210266,1043814.7731297422
1025310,60.0,62.71562978162683,1033612.0609539886,1034428.9612466344
1025375,55.0,57.96793654235225,993536.4104335791,999326.3795159188
1025399,72.0,74.21011453776289,1050050.6222029715,1046979.9939111432
1025400,59.0,61.65674574750482,1112773.9308499068,1105787.3529864517
1025720,69.0,71.40188427788797,993807.2318907257,996969.936865421
1025885,73.0,75.17023689886008,1049627.7523070532,1046414.0915180623
1026062,79.0,81.07564753256993,977440.2283904187,982765.3823500576
1026161,57.0,59.91553003311968,1016581.3661006171,1022041.9193236221
1026478,59.0,61.80468713588888,1040520.6263087809,1043193.7585824552
1026535,60.0,62.720900315289306,1029410.0609539886,1030651.0362001519
1026597,75.0,77.08295837952483,1054780.012515217,1050674.9555631243
1026640,54.0,56.911631331935624,1070642.2803294973,1068836.2672348965
1026671,70.0,73.0,1085447.3619948076,1093894.7523070532
1026884,54.0,56.90385723206888,1076840.2803294973,1074408.7516323498
1026976,69.0,71.0,1038239.2318907257,1039971.4920988895
1027001,64.0,66.63031434208816,972767.5813703162,978982.2007284325
1027022,55.0,57.942727788057006,1013634.4104335791,1017396.0457663247
1027058,53.0,56.08586261739343,1009644.8456842895,1016548.2853688037
1027129,54.0,57.092075180766116,972475.9757883714,982944.8689923704
1027213,62.0,64.62480287111329,1041593.3211621523,1041233.316476013
1027272,66.0,68.43270080034593,1065885.8415784799,1062331.3452682304
1027337,69.0,71.48770059908907,971083.9273495998,978907.6674381687
1027564,67.0,69.36330967808324,1088992.9716825618,1082920.7442420542
1027642,54.0,56.83294710592065,1133374.2803294973,1125237.2177384524
1028187,57.0,59.810373788419824,1054723.6706417429,1053967.0698293406
1028432,52.0,57.0,1005744.0201213334,1001457.6706417429
1028490,69.0,71.32230323331787,1057254.2318907257,1054013.7280182473
1028615,68.0,70.43618803720275,1044368.7972455178,1044982.1787643312
1028670,67.0,69.0,1035524.667141436,1033459.9273495998
1028946,63.0,65.6772099356337,1013290.1467251084,1017968.6002804511
1028961,58.0,60.87327551147284,1018053.4962046989,1023179.7694205659
1029090,64.0,66.0,1004982.5813703162,999122.84157848
1029170,60.0,62.77443242279723,1032425.7564128628,1035730.1310688095
1029371,68.0,70.37647101739361,1046284.1017866437,1044336.4366810629
1029813,60.0,62.0,991342.0609539886,989891.3211621523
1030038,65.0,67.51460492912554,1078497.4069332723,1076223.5834750864
1030364,59.0,61.712384872382046,1068414.9308499068,1065905.1594745722
1030628,63.0,65.59828909880785,1032624.8920160335,1034560.1524681274
1030790,53.0,56.108628011485315,991494.8456842895,1000230.0227334735
1030973,62.0,64.5841713462531,1073987.3211621523,1070358.0437382106
1031048,63.0,65.51702209355008,1051721.1965571593,1049361.4666018072
1031210,80.0,82.00372274110251,1002567.3584945006,1005170.9185427995
1031406,67.0,69.43294920675405,1033471.9716825619,1033003.0439789044
1031518,70.0,73.0,1049048.3619948076,1047521.8004180687
1031693,73.0,75.21919064905357,1010598.7523070532,1011323.9828461998
1031856,74.0,76.10267077099981,1071279.8824111351,1065695.3322475662
1031869,69.0,71.31884515114092,1060011.2318907257,1056492.4855987215
1031897,69.0,71.35912942986657,1073588.9273495998,1071067.6405199608
1032103,72.0,74.26170876461671,1054611.3176618456,1053448.1640289235
1032111,62.0,64.70312605378517,1024844.0166210266,1028542.1380120369
1032148,57.0,58.0,1059865.366100617,1065789.496204699
1032190,65.0,67.51067127773746,1035938.711474398,1035592.2539293565
1032456,67.0,69.39521007852063,1063559.9716825618,1060054.4977624756
1032469,71.0,73.33755070901796,1026361.1875577637,1028234.8077695075
1032472,67.0,69.40574130417447,1100858.6671414361,1095956.6779163685
1032558,75.0,77.09459569778292,1045502.0125152171,1042333.3114457362
1032684,53.0,56.00451282888442,1028807.1502254154,1031408.9386393391
1032847,64.0,66.0,1064322.5813703162,1066514.8415784799
1032885,68.0,70.3905391529382,1035068.1017866437,1034252.3797269105
1033123,61.0,64.0,1024801.1910580705,985633.5813703162
1033263,70.0,72.35429525370269,999532.3619948076,1001931.5649782361
1033280,77.0,79.02738459112402,1034655.2727233808,1032209.8292702663
1033291,61.0,63.713995496215,1002699.1910580705,1006450.1757818611
1033347,58.0,60.797770110906626,1034665.241495624,1037323.1326740271
1033394,65.0,67.58716068596516,1020651.4069332723,1024215.5272545182
1033595,60.0,62.810194594671955,958219.0609539886,966644.786322918
1033603,77.0,79.170305049891,966404.9681822549,973215.2434243539
1033807,62.0,64.55242020652628,1099301.3211621523,1093117.2999558826
1033998,53.0,56.011027619898925,1023613.1502254154,1026739.1283843582
1034086,57.0,59.7970858223036,1065317.6706417429,1063491.900372519
1034288,63.0,65.52375718958355,1089937.4512662343,1084512.7426745107
1034417,68.0,70.38721672692566,1083411.7972455178,1080084.8745258297
1034491,74.0,76.20027096992385,993466.8824111351,995735.3889724726
1035012,52.0,55.137737556268085,1000502.7155802076,1008514.5083069571
1035094,57.0,59.78830076333834,1072321.6706417429,1069789.0415018771
1035122,66.0,68.0,1082339.8415784799,1074518.1017866437
1035286,71.0,73.24708974570545,1052787.4920988895,1049626.3624055
1035372,69.0,71.30548569039864,1070662.2318907257,1066068.5635782753
1035723,72.0,74.21563592976247,1045648.6222029714,1043022.2532984312
1035871,70.0,72.3409006727932,1010211.3619948076,1011532.817137062
1036066,74.0,76.14673654649489,1036147.8824111351,1034108.9298836862
1036206,47.0,50.3489637557099,993179.0650597982,1002858.5237019901
1036499,61.0,63.657523521658604,1047722.1910580705,1046929.3569736226
1037017,74.0,76.24255208101282,1005452.5778700092,1008879.2119865245
1037547,53.0,56.03899600856461,1047009.8456842895,1050142.3285296364
1037624,54.0,56.93762652711768,1049917.2803294973,1050202.879184361
1038071,52.0,55.0,1046362.0201213334,1043441.4104335791
1039185,51.0,54.08504345161402,1074729.5854761258,1075435.9509500607
1039570,79.0,80.95511637305151,1073535.2283904187,1069162.266534193
1039617,51.0,54.12678000744914,1041454.5854761257,1045519.136118622
1039799,74.0,76.14591247685752,1036804.8824111351,1034699.6240187502
1039811,75.0,77.0,1082130.012515217,1076128.272723381
1039854,74.0,76.13600546981378,1046812.3231609343,1045272.9534052282
1039941,68.0,70.36948210412199,1051856.1017866437,1049346.0983562176
1040021,54.0,57.0,1032574.9757883714,1029936.3661006171
1040088,63.0,65.6300310081752,1050904.1467251084,1051786.5138212398
1040383,63.0,65.0,1011140.4512662343,1010297.711474398
1040522,78.0,79.97580836633287,1089254.0982863368,1083480.4634325085
1040641,71.0,73.40320535300393,974017.1875577637,981173.4777759139
1041535,69.0,71.37169492397194,1063570.9273495998,1062060.678807523
1041884,66.0,68.45714443671301,1046397.84157848,1044810.1164948246
1041989,64.0,66.63674654251375,1013334.2768291903,1017822.5672345163
1042108,67.0,69.41776349731767,1045578.9716825619,1043888.1792806091
1042143,59.0,61.70161677826201,1076999.9308499068,1073623.742654975
1042293,80.0,81.90510029445478,1081195.3584945006,1075863.6102502786
1042364,66.0,68.47548594403011,1031774.84157848,1031662.9013699522
1042628,65.0,67.0,1070611.4069332723,1067282.6671414361
1043092,76.0,78.10985064257873,1046818.8380781731,1045699.2806087681
1043309,72.0,74.23677093732555,1074493.3176618456,1071323.6294678017
1043446,59.0,61.72459916481547,1058676.9308499068,1057149.9395548562
1043815,66.0,68.54363180396584,1023139.5370373542,1026266.8404279083
1043821,70.0,72.30678017607246,1037414.3619948076,1035990.4313777721
1043945,69.0,71.3489218114676,1036032.2318907257,1034933.4982856316
1043960,73.0,75.20766997992223,1019783.7523070532,1019582.0127252911
1044054,59.0,61.89029128913276,972271.6263087809,981832.5956844579
1044645,60.0,62.632724864090136,1099709.0609539887,1093855.3086520021
1044979,64.0,66.60585333829982,1037964.2768291903,1039966.8542156834
1045026,71.0,73.35394680993085,1013289.1875577637,1016482.0623607452
1045290,57.0,59.0,1047665.3661006171,1048661.931834577
1045414,71.0,73.29339337022982,1061566.1875577637,1059886.8428150613
1045451,62.0,64.53791056030838,1110869.3211621523,1103517.8323065992
1045661,67.0,69.44140583396006,1072424.6671414361,1070392.2988655157
1045700,61.0,63.78432382368349,992323.8865169446,999489.7194136201
1045819,65.0,67.4777473752847,1062187.7114743982,1059192.147919152
1045858,51.0,54.05269005921581,1054828.8900172515,1055175.9269024748
1045957,61.0,63.65579530037833,1094794.8865169447,1091619.123849153
1046013,65.0,67.47157626019202,1067107.7114743982,1063615.6108483984
1046255,70.0,73.0,1061637.1072857326,1073057.4975979782
1046415,51.0,54.112523728151714,1052820.5854761258,1055738.0547474464
1046899,49.0,52.089475812459476,1089932.6298090878,1087108.3400280934
1047029,50.0,53.20509271380847,965539.7599131697,975083.7589076359
1047187,62.0,64.65527337902921,1017300.3211621523,1019392.0187239427
1047286,77.0,79.09422849629019,1027057.9681822549,1027747.0111169536
1047411,62.0,64.62162198739884,1044129.3211621523,1043513.3778558035
1047621,71.0,73.30312291083426,1053809.1875577637,1052912.6960788486
1047804,62.0,64.0,1016714.3211621523,1011119.5813703162
1047882,61.0,63.685045189821906,1025780.1910580705,1027201.7912025803
1047961,65.0,67.4762063011209,1019830.4567653232,1020317.7905476658
1048168,71.0,73.30614324521297,1051401.1875577637,1050747.716661445
1048173,68.0,70.5652734660163,941453.7972455178,952453.5837717685
1048256,51.0,54.13583975629352,1034231.5854761257,1039025.0969442423
1048272,68.0,70.42048430530025,1056888.7972455178,1056238.6332103
1048320,50.0,53.049293380677085,1089752.7599131698,1086760.9135479815
1048351,70.0,72.31800106949098,1028468.3619948076,1027947.281100325
1048738,64.0,66.62564085126797,976493.5813703162,982332.1647272888
1048854,62.0,64.6819874760094,1041697.0166210266,1043694.2967003684
1049053,66.0,68.46456231774107,1040483.84157848,1039492.9702014172
1049348,60.0,62.0,1061253.0609539887,1065757.3211621523
1049606,68.0,70.37813169958521,1044960.1017866437,1043146.0576326234
1049969,61.0,63.59055437998623,1101114.1910580704,1094932.920534259
1049972,51.0,54.09922447341032,1063423.5854761258,1065270.9769911051
1050005,62.0,64.71631116798318,1014332.0166210266,1019091.0318510125
1050461,76.0,78.15271229805576,1012646.8380781731,1014975.99296279
1050503,70.0,72.0,1077552.3619948076,1075820.6222029715
1050614,62.0,64.59385196948182,1066269.3211621523,1063418.961037413
1050802,70.0,72.32865019856324,1065673.0574536817,1063764.9479380902
1050936,61.0,63.68450459010546,1026211.1910580705,1027589.2937478051
1051027,54.0,56.942439244314954,1046080.2803294973,1046753.1175462474
1051178,58.0,60.92026754947021,980588.4962046989,989495.8184766185
1051332,64.0,66.57997961674891,1012897.5813703162,1015062.1940923886
1051749,71.0,73.28051912770748,1026135.4920988895,1025664.1400497521
1051808,68.0,70.41104450607516,1064414.7972455178,1063005.0929675172
1051935,77.0,79.01505239527215,1044487.2727233808,1041049.5625061102
1052140,50.0,52.0,1010362.7599131697,1011263.0201213334
1052171,54.0,56.961942868712875,1032639.7210792964,1036244.869947975
1052232,73.0,75.12396151173283,1042935.4975979782,1039605.3449944581
1052289,50.0,53.1620581587412,1045544.4553720439,1049381.9569185216
1052366,57.0,59.0,1101161.366100617,1096560.6263087809
1052408,57.0,59.90405451848902,1025730.3661006171,1030267.5824007922
1052420,67.0,69.42429710270746,1040369.9716825619,1039204.882858161
1052437,74.0,76.08424773472314,1085967.8824111351,1078900.9874314633
1053183,71.0,73.28772879631575,1020387.4920988895,1020496.2406763153
1053202,67.0,69.39884250724185,1060663.9716825618,1057450.7683634718
1053322,55.0,58.0,929912.4104335791,879484.8007458248
1053572,61.0,63.0,1064429.1910580704,1072408.4512662343
1053665,58.0,60.0,1068489.8007458248,1061892.0609539887
1053731,68.0,70.0,1076386.1017866437,1070887.7263650433
1053884,67.0,69.39266261210739,1065590.9716825618,1061880.5248375365
1054081,57.0,62.0,1044310.6706417429,1048425.3211621523
1054123,60.0,62.72535179648116,1025861.0609539886,1027460.2089774088
1054141,64.0,66.53588016804066,1093751.2768291903,1090123.7091819183
1054449,58.0,60.830968252920826,1051783.496204699,1053505.6646651768
1054625,61.0,63.615928700783954,1080884.1910580704,1076744.5760101418
1054648,68.0,70.39356595143767,1078349.7972455178,1075533.7425445602
1054722,60.0,62.72860060460896,1068965.7564128628,1068582.4350189453
1054745,70.0,72.29599326757715,1046014.3619948076,1043722.5007256421
1054760,79.0,81.00116643799306,1036821.2283904187,1036153.5230414374
1055272,67.0,69.40868869697306,1052813.9716825618,1050393.0073889627
1055343,59.0,61.68162230716574,1138635.6263087809,1131406.7799855089
1055427,78.0,80.06714964974626,1016431.0982863369,1018006.9185348419
1055825,70.0,72.35940147515437,995461.3619948076,998271.4191276339
1056038,66.0,68.41944168293847,1076456.8415784799,1071835.4970212926
1056459,68.0,70.45038661908265,1033048.7972455178,1034804.6177157395
1056644,71.0,73.28137204605362,1025455.4920988895,1025052.7671245717
1057002,62.0,64.61047008002305,1053020.3211621523,1051507.0788525373
1057015,57.0,59.79647247366939,1065806.6706417429,1063931.54943195
1057519,66.0,68.61015692638155,970101.5370373542,978581.550419498
1057677,66.0,68.40398880937309,1088776.8415784799,1082912.1359010318
1057806,61.0,63.68304855012093,1073066.8865169447,1072083.9607339762
1058224,77.0,78.9542769459428,1092941.272723381,1084613.4797365395
1058299,55.0,58.0,1072972.4104335792,1066707.8007458248
1058371,72.0,74.2029500236553,1055762.6222029715,1052115.5264826587
1058468,65.0,67.5456273253831,1053764.4069332723,1053986.691477311
1058828,71.0,73.24813100046676,1097652.1875577637,1092330.965429856
1058937,67.0,69.35541014904794,1095290.9716825618,1088583.1364226223
1058995,77.0,79.03473724898444,1028793.2727233808,1026939.4350240787
1059047,69.0,71.39514516132411,1044874.9273495998,1045251.5196763864
1059101,73.0,75.0,1012543.4477659273,1025033.7079740912
1059688,69.0,71.2839808594507,1087807.2318907257,1081483.2529933022
1059777,68.0,70.41048113644602,1019169.1017866437,1019957.9412894938
